tpsa,nbasic,vsa_hyd,a_aro,weight,peoe_vsa.0,peoe_vsa.1,peoe_vsa.2,peoe_vsa.3,peoe_vsa.4,peoe_vsa.5,peoe_vsa.6,peoe_vsa.0.1,peoe_vsa.1.1,peoe_vsa.2.1,peoe_vsa.3.1,peoe_vsa.4.1,peoe_vsa.5.1,peoe_vsa.6.1,a_acc,a_acid,a_base,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_other,vsa_pol,slogp_vsa0,slogp_vsa1,slogp_vsa2,slogp_vsa3,slogp_vsa4,slogp_vsa5,slogp_vsa6,slogp_vsa7,slogp_vsa8,slogp_vsa9,smr_vsa0,smr_vsa1,smr_vsa2,smr_vsa3,smr_vsa4,smr_vsa5,smr_vsa6,smr_vsa7,tpsa.1,logp.o.w.,frac.anion7.,frac.cation7.,andrewbind,rotatablebonds,mlogp,clogp,mw,nocount,hbdnr,rule.of.5violations,alert,prx,ub,pol,inthb,adistm,adistd,polar_area,nonpolar_area,psa_npsa,tcsa,tcpa,tcnp,ovality,surface_area,volume,most_negative_charge,most_positive_charge,sum_absolute_charge,dipole_moment,homo,lumo,hardness,ppsa1,ppsa2,ppsa3,pnsa1,pnsa2,pnsa3,fpsa1,fpsa2,fpsa3,fnsa1,fnsa2,fnsa3,wpsa1,wpsa2,wpsa3,wnsa1,wnsa2,wnsa3,dpsa1,dpsa2,dpsa3,rpcg,rncg,wpcs,wncs,sadh1,sadh2,sadh3,chdh1,chdh2,chdh3,scdh1,scdh2,scdh3,saaa1,saaa2,saaa3,chaa1,chaa2,chaa3,scaa1,scaa2,scaa3,ctdh,ctaa,mchg,achg,rdta,n_sp2,n_sp3,o_sp2,o_sp3,logBBB
23.549999,0,259.0436,12,301.434,52.09189,141.315,0,8.369203,0,0,8.619013,49.01962,49.01962,0,0,0,0,16.00826,1,0,1,16.00826,0,0,0,26.53581,0,6.248628,24.08584,19.5494,36.87916,0,68.89584,0,141.1455,18.86841,5.513495,27.21016,0,6.225782,0,5.513495,160.0139,36.87916,85.34378,43.96,2.227,0,0.996,10.5,4,3.41875,2.947133,300.425751,3,0,0,0,0,4.7,4,0,410.315613,6.083,49.959599,502.375214,0.0994,0.0129,0.1425,0.0142,1.1833,552.334778,948.289307,-0.571,0.8527,7.1213,3.24,-8.3168,0.0974,4.2071,365.072601,1299.902222,57.6903,187.262299,-666.779419,-41.384998,0.661,2.3535,0.1044,0.339,-1.2072,-0.0749,201.642303,717.981201,31.864401,103.431503,-368.2854,-22.8584,177.810303,1966.681641,99.075302,0.2395,0.1604,5.7051,0,0,0,0,0,0,0,0,0,0,49.959599,24.979799,0.0905,-0.974,-0.487,-0.0018,-26.325001,-13.1625,-0.0477,0,2,0,0,0,0,9.6098,40.349899,0,-0.48
29.950001,0,365.7328,12,439.546,47.32438,133.3244,65.96162,0,10.32417,0,26.28353,61.27452,44.27042,0,35.72591,0,0,7.76754,1,0,2,0,0,0,0,13.3991,13.56692,34.75817,0,0,150.0033,3.185575,3.101468,7.759516,123.5023,18.86841,82.61337,6.248628,70.26556,13.9853,3.185575,5.513495,142.3707,150.0033,32.21954,32.35,3.79776,0,0.618,18.200001,8,3.75878,4.617501,437.531219,4,1,0,0,0,4.2,4,0,334.048187,16.7974,66.2715,636.161072,0.1042,0.011,0.1168,0.0122,1.2441,702.432617,1261.487183,-0.5947,0.4029,7.7429,2.6739,-7.9031,-0.5082,3.6975,450.496613,1744.078735,50.377602,251.936203,-975.360474,-42.6936,0.6413,2.4829,0.0717,0.3587,-1.3885,-0.0608,316.443512,1225.097778,35.386902,176.968201,-685.125122,-29.989401,198.560394,2719.439209,93.071198,0.1041,0.1536,0,0,30.012899,30.012899,0.0427,0.3525,0.3525,5.00E-04,10.5806,10.5806,0.0151,36.258499,12.0862,0.0516,-1.3245,-0.4415,-0.0019,-17.4541,-5.818,-0.0248,1,3,0.8501,0.8501,0.3333,0,7.5882,0,28.670401,1.53
24.5,1,448.5601,18,470.701,108.5896,128.6817,24.86906,3.145961,0,0,25.85704,31.13543,191.047,0,0,0,0,2.503756,1,0,2,2.503756,0,5.682576,5.682576,8.458519,0,32.13495,0,7.963937,36.87916,17.1531,35.38387,4.410796,229.3614,37.73681,123.661,3.124314,29.01064,4.410796,30.36046,0,285.5378,36.87916,135.3619,30.28,7.284,0,0.993,18,8,5.21249,7.396799,468.688385,3,1,1,0,0,5.8,1,0,48.385201,2.5781,5.154,726.918884,0.0071,0.0123,1.7405,0.0123,1.1982,732.072876,1420.139771,-0.6307,0.3406,8.9706,2.2777,-8.8919,0.4428,4.6674,564.719177,2532.943359,55.876499,167.353699,-750.633484,-23.528799,0.7714,3.46,0.0763,0.2286,-1.0254,-0.0321,413.415588,1854.299194,40.905701,122.515099,-549.518372,-17.2248,397.365509,3283.576904,79.405197,0.0759,0.1406,0,0,0,0,0,0.3406,0.3406,5.00E-04,0,0,0,5.154,1.718,0.007,-1.3127,-0.4376,-0.0018,-1.2728,-0.4243,-0.0017,1,3,0.9713,0.9713,0.3333,0,0,0,5.154,0.46
40.619999,1,318.7904,12,403.591,93.87292,120.681,12.79616,20.72374,0,4.184601,8.619013,54.16734,44.27042,6.512799,0,0,0,32.01652,2,0,1,32.01652,0,0,0,19.9119,0,6.248628,48.17169,10.86124,36.87916,0,69.24056,0,123.5023,75.47363,37.73304,51.296,0,7.776516,3.981969,5.513495,198.9759,36.87916,103.6872,41.82,4.325,0,0.997,15.9,4,3.0618,4.924999,402.581573,4,0,0,0,0,5.3,4,0,970.906189,29.4837,79.798599,572.539429,0.1394,0.0141,0.1153,0.0161,1.2059,652.338013,1183.036377,-0.6047,1.2167,9.2004,4.629,-7.7998,-1.0747,3.3626,449.465088,2067.637939,49.945301,202.873001,-933.260315,-57.633499,0.689,3.1696,0.0766,0.311,-1.4306,-0.0883,293.203186,1348.798828,32.5812,132.341797,-608.801086,-37.5965,246.591995,3000.898193,107.578796,0.2645,0.1315,1.1084,0.1138,0,0,0,0,0,0,0,0,0,78.932999,26.311001,0.121,-1.4091,-0.4697,-0.0022,-38.270901,-12.757,-0.0587,0,3,0,0,0,0,3.5828,76.215797,0,0.18
118.029999,1,492.9997,18,615.819,112.6479,118.9509,75.13194,17.23803,36.74384,12.94953,17.23803,92.52618,122.549,0,0,0,32.81642,15.80886,5,0,2,32.81642,0,0,11.36515,25.89906,27.13384,93.04058,27.3031,64.6437,73.75832,17.1531,37.73681,0,228.5037,22.85037,118.4176,53.97306,67.55598,40.4323,33.64354,0,303.5485,84.27588,99.97804,120.43,2.764,0,0.05,29.799999,14,1.72488,3.681399,613.807068,9,4,1,0,2,6.8,0,0,3651.609863,58.9753,123.476402,870.164978,0.1419,0.0162,0.1303,0.0185,1.3504,993.641418,1876.750854,-0.9554,0.5347,16.091101,3.176,-9.2269,0.0751,4.651,739.455383,5949.338379,93.778801,254.186096,-2045.071899,-56.239601,0.7442,5.9874,0.0944,0.2558,-2.0582,-0.0566,734.753479,5911.508789,93.182404,252.569794,-2032.068115,-55.882,485.269287,7994.410156,150.018295,0.0665,0.1187,0.0086,0.1225,50.5718,12.6429,0.0509,1.5982,0.3995,0.0016,19.337099,4.8343,0.0195,71.011101,10.1444,0.0715,-2.9676,-0.4239,-0.003,-28.7829,-4.1118,-0.029,4,7,1.3954,1.116,0.5714,30.123699,6.792,23.356001,12.6328,-0.1
66.480003,0,203.3758,0,262.309,91.6554,12.79616,0,8.619013,25.89906,0,17.44054,8.701313,65.55875,38.10976,0,13.56692,27.27073,0,3,0,0,40.70076,0,0,5.682576,43.3396,0,18.01075,18.47184,47.72443,34.06115,4.410796,32.89719,0,17.64318,37.73681,122.615,71.58665,3.124314,22.42155,34.06115,0,55.37999,15.34752,131.65,66.48,1.727,0.017,0,2.1,5,1.80282,1.814,262.311157,5,1,0,0,5,3.6,0,0,799.071289,33.512798,105.829102,390.805115,0.2708,0.0165,0.0775,0.021,1.1306,496.634094,865.750305,-0.8824,0.7484,8.2016,2.2405,-10.439,0.0822,5.2606,342.013,1402.526489,44.386799,154.621002,-634.06958,-45.4263,0.6887,2.8241,0.0894,0.3113,-1.2767,-0.0915,169.855301,696.54248,22.044001,76.7901,-314.900604,-22.5602,187.391998,2036.596191,89.813004,0.1825,0.2152,0.6912,0.5716,21.364401,21.364401,0.043,0.4725,0.4725,0.001,10.0957,10.0957,0.0203,81.808296,27.2694,0.1647,-1.0805,-0.3602,-0.0022,-30.389601,-10.1299,-0.0612,1,3,1.355,1.355,0.3333,0,2.6564,81.808296,0,-0.06
89.75,0,180.6669,5,318.377,133.3604,0,26.34863,19.80958,0,12.94953,17.44054,26.10394,37.49535,0,0,19.2495,27.13384,0.136891,5,0,0,40.70076,0,0,0,67.92927,11.36515,3.124314,35.6862,40.64775,36.87916,28.94688,0,4.410796,0,94.34203,92.84216,71.58665,19.90984,19.90984,9.495463,2.32792,94.34203,52.65551,66.65203,86.37,0.888,0,0,7.6,5,2.53125,1.5745,318.378754,7,1,0,0,8,3.6,2,0,2419.367432,49.0522,141.174301,472.73291,0.2986,0.0155,0.0674,0.0201,1.2356,613.907227,1041.415405,-0.7076,0.6937,9.5186,2.6285,-9.258,-0.2961,4.481,436.249115,2076.229492,55.591499,177.658005,-845.523621,-56.031898,0.7106,3.382,0.0906,0.2894,-1.3773,-0.0913,267.816498,1274.612305,34.127998,109.065598,-519.07312,-34.398399,258.591095,2921.753174,111.623398,0.1457,0.1487,0.6261,0.1827,18.8682,18.8682,0.0307,0.3787,0.3787,6.00E-04,7.1459,7.1459,0.0116,109.987801,27.496901,0.1792,-1.5525,-0.3881,-0.0025,-39.9911,-9.9978,-0.0651,1,4,0.7223,0.7223,0.25,2.1319,12.3184,107.855904,0,-1.4
55.400002,0,198.4366,6,293.75,85.02911,34.12309,0,17.07753,0,14.7085,0,57.72093,48.32962,0,0,0,27.13384,2.640647,3,0,0,29.6376,0,0,5.682576,36.56612,0,0,31.44383,58.72432,0,8.821592,38.14062,3.500607,88.21592,18.86841,75.23141,58.72432,0,8.821592,6.257354,20.7675,107.0843,13.43307,107.8585,55.4,2.792,0,0,3.2,4,2.33149,3.7772,293.752655,4,1,0,0,2,4.2,2,0,447.693787,41.192799,89.689499,453.876312,0.1976,0.0124,0.0754,0.0149,1.1933,543.565918,914.195496,-0.7721,0.4249,6.7632,2.9619,-8.8625,-0.6017,4.1304,291.345001,985.206299,41.631302,252.220795,-852.904907,-45.141998,0.536,1.8125,0.0766,0.464,-1.5691,-0.083,158.365204,535.524475,22.629299,137.098602,-463.609985,-24.537701,39.124199,1838.111206,86.7733,0.1256,0.2283,2.3308,1.006,18.5518,18.5518,0.0341,0.4249,0.4249,8.00E-04,7.8819,7.8819,0.0145,66.731697,22.2439,0.1228,-1.0583,-0.3528,-0.0019,-23.649401,-7.8831,-0.0435,1,3,1.197,1.197,0.3333,0,4.4061,57.338699,9.393,-0.47
98.540001,0,164.3349,6,304.302,126.0127,34.12309,0,17.07753,0,21.40805,0,20.95622,31.00258,0,0,0,27.13384,19.60617,5,0,0,63.56865,0,0,5.682576,47.2937,0,0,38.52944,58.72432,50.93501,8.821592,38.14062,0,88.21592,18.86841,38.83951,65.80994,0,59.7566,2.756747,23.52425,107.0843,13.43307,68.70988,101.22,2.172,0,0,4.6,5,1.86135,3.1528,304.305176,7,1,0,0,6,4.2,2,0,6618.58252,151.170197,190.962997,366.28241,0.5214,0.015,0.0436,0.0228,1.2035,557.245483,936.898071,-0.7634,0.7347,8.3337,4.9114,-9.4255,-1.2691,4.0782,292.600586,1219.223633,46.950001,264.644806,-1102.735596,-80.729103,0.5251,2.1879,0.0843,0.4749,-1.9789,-0.1449,163.0504,679.406921,26.162701,147.472107,-614.494385,-44.985901,27.955799,2321.959229,127.6791,0.1763,0.1832,1.1978,0.8072,18.552401,18.552401,0.0333,0.4279,0.4279,8.00E-04,7.9391,7.9391,0.0142,168.004501,28.000799,0.3015,-1.1885,-0.1981,-0.0021,-59.614201,-9.9357,-0.107,1,6,1.1913,1.1913,0.1667,6.7933,4.4061,151.819901,9.3913,-0.03
37.299999,0,176.102,6,205.277,55.45002,31.77004,0,0,0,0,0,13.11839,105.2626,0,0,0,0,27.13384,0,2,0,27.13384,27.13384,0,0,14.7085,0,42.68334,1.464008,23.86222,0,10.78195,18.86841,4.410796,70.57274,0,99.97804,66.54556,0,4.410796,10.78195,0,89.44114,1.464008,99.97804,40.13,3.735,0.997,0,0.4,4,3.23043,3.679,206.287216,2,1,0,0,2,3,0,0,134.486603,27.539,91.655602,373.950104,0.2451,0.0105,0.0531,0.013,1.1489,465.605713,767.177795,-0.512,0.4057,4.8682,1.7608,-9.3932,0.3989,4.8961,330.825714,805.257507,42.576302,134.779999,-328.065704,-39.487301,0.7105,1.7295,0.0914,0.2895,-0.7046,-0.0848,154.034302,374.932495,19.823799,62.754299,-152.749298,-18.3855,196.0457,1133.323242,82.063599,0.1667,0.2103,5.1339,5.6065,30.798201,30.798201,0.0661,0.4057,0.4057,9.00E-04,12.4964,12.4964,0.0268,60.857399,30.428699,0.1307,-0.9206,-0.4603,-0.002,-27.621,-13.8105,-0.0593,1,2,0.9177,0.9177,0.5,0,0,34.203602,26.653799,-0.18
101.900002,1,436.1648,12,568.803,136.6719,84.51221,22.36264,20.38399,20.64835,25.89906,8.619013,143.6215,66.42224,19.76062,0,0,27.13384,15.80886,4,0,1,27.13384,0,0,11.36515,34.35758,27.13384,89.91627,10.51757,38.2948,54.11272,39.05496,1.550734,0,141.1455,94.34203,170.767,50.84875,50.77045,46.39383,26.04716,0,235.4875,64.63029,165.5236,103.1,5.362,0.002,0.772,27.200001,12,3.50953,5.8424,567.79718,7,4,2,1,2,5.3,3,0,1884.651611,46.307499,113.100098,786.4552,0.1438,0.0164,0.1304,0.0188,1.2941,899.555298,1723.401367,-0.9655,0.5806,14.7495,4.8929,-8.0404,-0.2402,3.9001,647.99353,4778.790039,77.133202,251.561905,-1855.207764,-55.787102,0.7203,5.3124,0.0857,0.2797,-2.0624,-0.062,582.905884,4298.786133,69.385498,226.2939,-1668.862061,-50.183601,396.431488,6633.998047,132.920303,0.0787,0.1309,0,0.0553,42.317299,10.5793,0.047,1.6121,0.403,0.0018,16.406401,4.1016,0.0182,69.437302,13.8875,0.0772,-2.047,-0.4094,-0.0023,-30.615601,-6.1231,-0.034,4,5,1.4096,1.1158,0.8,0,1.3456,20.978201,48.459099,0.34
61.880001,0,396.2102,18,519.71,61.49982,146.1394,41.21881,27.01566,0,0,25.85704,39.83674,132.6546,0,0,0,0,34.52028,3,0,2,34.52028,0,5.682576,5.682576,25.26368,0,33.65351,48.17169,14.60468,55.31873,17.1531,85.94345,4.410796,211.7182,18.86841,26.43975,51.296,29.01064,5.929357,30.36046,2.756747,267.8946,55.31873,73.71578,67.66,4.032,0,0.998,20.9,8,3.40061,4.8545,517.69574,6,1,1,0,2,6.8,2,0,2241.921143,48.625099,77.366203,721.057373,0.1073,0.016,0.165,0.0177,1.2591,798.423584,1501.589355,-1.325,1.4237,12.766,3.7605,-8.5583,-1.0278,3.7652,563.855774,3599.10376,69.087898,234.567795,-1497.252197,-56.939499,0.7062,4.5078,0.0865,0.2938,-1.8753,-0.0713,450.195801,2873.609131,55.1614,187.284393,-1195.441528,-45.4618,329.288086,5096.355957,126.027298,0.223,0.2076,0.6368,0.1541,0,0,0,0.3192,0.3192,4.00E-04,0,0,0,76.623901,15.3248,0.096,-2.1095,-0.4219,-0.0026,-34.3377,-6.8675,-0.043,1,5,0.9178,0.9178,0.2,0,5.4812,68.7127,3.1723,-1
70.669998,0,321.8596,12,431.601,85.20583,88.7776,44.36477,23.8697,0,0,34.47605,54.16734,71.38013,0,0,0,0,34.52028,3,0,2,34.52028,0,11.36515,11.36515,25.26368,0,48.53995,48.17169,14.60468,18.43958,9.556725,85.94345,0,123.5023,41.71878,59.76577,48.17169,47.02139,1.518561,26.74606,2.756747,198.5471,18.43958,107.0418,79.83,3,0,0.998,17.299999,6,2.21181,3.1475,429.585815,6,2,0,0,2,5.3,2,0,1979.729126,56.008099,93.187401,630.101685,0.1479,0.0168,0.1307,0.0193,1.2501,723.289124,1308.686279,-1.3152,1.4241,12.1811,3.7094,-8.3807,-1.0043,3.6882,523.865906,3190.619141,64.7724,199.423203,-1214.592651,-55.6409,0.7243,4.4113,0.0896,0.2757,-1.6793,-0.0769,378.906494,2307.73999,46.849201,144.240601,-878.501587,-40.244499,324.442688,4405.211914,120.4133,0.2338,0.2159,0.8337,0,19.561001,9.7805,0.027,0.6298,0.3149,9.00E-04,6.1288,3.0644,0.0085,73.626297,14.7253,0.1018,-2.3695,-0.4739,-0.0033,-34.689201,-6.9378,-0.048,2,5,0.9282,0.9226,0.4,0,8.752,60.516701,4.3577,-0.42
44.73,0,419.1516,18,472.673,95.79346,128.6817,24.86906,3.145961,10.32417,0,25.85704,68.63078,134.8039,0,0,0,0,10.2713,2,0,2,2.503756,0,5.682576,5.682576,8.458519,13.56692,57.52018,0,7.963937,36.87916,17.1531,35.38387,4.410796,229.3614,37.73681,90.33504,3.124314,54.39587,4.410796,30.36046,0,285.5378,36.87916,102.0359,50.51,6.132,0,0.992,19,9,4.21689,5.2408,470.660706,4,2,1,0,0,5.8,1,0,590.48468,12.8575,46.654301,681.496521,0.0685,0.0133,0.2075,0.0142,1.2033,728.150818,1399.689819,-0.6296,0.3607,9.6819,3.0381,-9.0049,0.3207,4.6628,547.786194,2651.810791,61.303299,180.364594,-873.137573,-33.548,0.7523,3.6418,0.0842,0.2477,-1.1991,-0.0461,398.871002,1930.918213,44.6381,131.332596,-635.775879,-24.427999,367.4216,3524.948486,94.851402,0.0745,0.1301,1.3874,0,18.617399,9.3087,0.0256,0.7003,0.3501,0.001,6.7162,3.3581,0.0092,28.037001,7.0092,0.0385,-1.8171,-0.4543,-0.0025,-12.874,-3.2185,-0.0177,2,4,0.9691,0.9187,0.5,0,0,0,28.037001,-0.89
46.18,0,312.2118,17,381.544,82.83336,94.16241,33.54467,3.145961,0,0,34.47605,50.99568,81.03514,0,0,5.682576,0,2.503756,2,0,2,8.186332,0,11.36515,11.36515,17.13413,0,47.02139,16.78553,3.981969,18.43958,6.37115,35.38387,0,178.291,41.71878,54.96069,0,63.80692,0,19.57852,4.115149,230.3522,18.43958,66.66155,55.34,4.457,0,0.998,14,6,2.47658,3.937905,379.528046,4,2,0,0,0,5.3,1,0,655.908875,13.7754,50.623501,595.756897,0.085,0.0114,0.1455,0.0124,1.2043,646.380371,1169.192871,-0.5938,0.3096,7.3633,0.9702,-8.751,-0.7649,3.993,427.134888,1572.555176,51.261799,219.245499,-807.182373,-32.530998,0.6608,2.4329,0.0793,0.3392,-1.2488,-0.0503,276.091614,1016.468811,33.134602,141.716003,-521.746887,-21.027399,207.889404,2379.737549,83.792801,0.0841,0.1613,0.1603,1.0008,20.1329,10.0665,0.0311,0.6188,0.3094,0.001,6.2247,3.1123,0.0096,30.490499,7.6226,0.0472,-1.8044,-0.4511,-0.0028,-12.8027,-3.2007,-0.0198,2,4,0.9029,0.8926,0.5,19.473301,6.2048,0,4.8124,0.36
131.190002,0,349.6446,12,505.636,78.12861,141.3584,30.43035,8.619013,10.32417,4.184601,19.19951,54.22658,98.76987,0,0,13.56692,2.503756,49.07583,6,0,0,50.59096,0,0,23.42507,36.00467,13.56692,76.29317,57.00689,45.55978,78.73167,7.596371,20.41914,0,158.7887,18.86841,93.271,94.03368,26.90379,23.97228,20.10484,2.756747,229.4227,86.04831,73.29277,131.19,2.385,0,0,9.2,14,1.9325,3.292799,505.638214,9,4,1,0,6,5.8,2,0,4304.100586,106.511398,214.994797,575.582092,0.3735,0.0214,0.0788,0.0294,1.257,790.576904,1483.108032,-1.4191,1.4963,16.9436,4.7735,-9.1069,-0.501,4.3029,520.522217,4409.755371,81.087601,270.054504,-2287.844727,-100.7127,0.6584,5.5779,0.1026,0.3416,-2.8939,-0.1274,411.512787,3486.250732,64.106003,213.498901,-1808.717285,-79.621101,250.467697,6697.600098,181.800293,0.1766,0.1675,0,0,64.749802,16.187401,0.0819,1.6869,0.4217,0.0021,28.114599,7.0287,0.0356,122.574303,20.4291,0.155,-2.5581,-0.4263,-0.0032,-53.102699,-8.8504,-0.0672,4,6,1.4786,1.2945,0.6667,0,27.6707,68.390701,54.183601,0
75.809998,0,190.205,12,313.288,85.95529,51.78757,22.21317,0,12.94953,6.699551,0,36.76471,24.50981,0,0,11.90864,19.2495,16.96552,4,0,0,53.18055,0,0,0,37.07622,0,3.124314,15.10115,32.98323,69.37459,6.37115,49.68272,0,123.5023,0,20.47361,30.94783,31.74564,63.18034,6.37115,5.513495,123.5023,26.45511,32.89719,78.49,2.603,0,0,5.8,2,2.9649,2.1404,313.290741,6,0,0,0,5,5.3,4,0,3694.765381,131.044296,156.190598,387.824005,0.4027,0.0127,0.0441,0.0178,1.1944,544.014526,914.002075,-0.6629,0.7451,6.888,1.6084,-9.9584,-1.455,4.2517,262.374298,903.616882,39.636501,281.640198,-969.968079,-74.442398,0.4823,1.661,0.0729,0.5177,-1.783,-0.1368,142.735397,491.580688,21.562799,153.2164,-527.676819,-40.4977,-19.266001,1873.584961,114.078903,0.2163,0.1925,1.4698,0.1065,0,0,0,0,0,0,0,0,0,155.637497,31.127501,0.2861,-0.8408,-0.1682,-0.0015,-56.120998,-11.2242,-0.1032,0,5,0,0,0,22.2572,0.5531,133.380295,0,0.06
51.110001,0,326.784,17,392.547,96.17078,103.2961,24.86906,3.145961,0,0,34.47605,86.51497,61.27452,0,9.42104,0,0,2.503756,2,0,2,11.9248,0,11.36515,11.36515,28.55717,0,47.02139,18.43958,3.981969,18.43958,11.88465,35.38387,0,161.5454,41.71878,90.33504,0,65.46097,0,25.09201,2.756747,214.965,18.43958,102.0359,60.27,4.035,0,0.998,15.7,6,2.92689,4.243624,390.532898,5,2,0,0,2,5.3,1,0,587.491028,13.893,52.138699,629.486389,0.0828,0.0115,0.1506,0.0125,1.2209,681.625122,1240.415649,-0.5942,0.3109,7.8512,0.6225,-8.6185,0.0355,4.327,495.744293,1946.081909,53.253899,185.880905,-729.689392,-28.871401,0.7273,2.8551,0.0781,0.2727,-1.0705,-0.0424,337.911713,1326.498413,36.299198,126.701103,-497.374603,-19.679501,309.863403,2675.77124,82.125298,0.0792,0.1514,0.151,0.9392,20.1332,10.0666,0.0295,0.6194,0.3097,9.00E-04,6.2171,3.1086,0.0091,29.1474,7.2868,0.0428,-1.5326,-0.3832,-0.0022,-7.2656,-1.8164,-0.0107,2,4,0.9028,0.8943,0.5,18.122299,9.0629,0,4.8203,0.11
46.18,0,289.7037,15,369.533,80.85966,96.74141,24.86906,3.145961,0,0,34.47605,43.25748,81.03514,0,0,5.682576,0,2.503756,2,0,2,8.186332,0,11.36515,11.36515,23.83368,0,47.02139,16.78553,3.981969,18.43958,7.300724,35.38387,0,126.3922,41.71878,88.28671,0,63.80692,0,20.50809,2.889928,179.6787,18.43958,99.98757,55.34,4.478,0,0.998,14.1,5,2.5258,4.210945,367.516907,4,2,0,0,0,5.3,2,0,611.777283,16.202,52.108601,571.167725,0.0912,0.0111,0.1331,0.0121,1.1871,623.276184,1131.227295,-0.5935,0.3107,6.936,1.1798,-8.7843,-0.5252,4.1295,420.522491,1458.375366,46.515499,202.753799,-703.151917,-29.637501,0.6747,2.3399,0.0746,0.3253,-1.1282,-0.0476,262.101715,908.970825,28.992001,126.371597,-438.257904,-18.4723,217.768707,2161.527344,76.153,0.0896,0.1711,0.1718,1.0617,20.144199,10.0721,0.0323,0.6196,0.3098,0.001,6.2255,3.1128,0.01,31.964399,7.9911,0.0513,-1.7713,-0.4428,-0.0028,-12.7068,-3.1767,-0.0204,2,4,0.9024,0.8934,0.5,20.6094,6.2035,0,5.1515,0.48
46.18,0,341.5463,21,431.604,70.27205,109.3927,33.54467,3.145961,0,0,34.47605,24.50981,142.3097,0,0,5.682576,0,2.503756,2,0,2,8.186332,0,11.36515,11.36515,23.83368,0,47.02139,16.78553,3.981969,18.43958,6.37115,35.38387,0,218.7233,41.71878,54.96069,0,63.80692,0,19.57852,7.005076,267.8946,18.43958,66.66155,55.34,6.14,0,0.998,16.799999,6,3.3605,5.809946,429.588593,4,2,1,0,0,6.8,2,0,460.685913,12.9233,44.757801,666.31842,0.0672,0.011,0.174,0.0117,1.2342,711.076111,1300.453003,-0.5935,0.3108,7.7874,1.3018,-8.6301,-0.8895,3.8703,458.809204,1786.473267,54.523701,252.2668,-982.25592,-32.200001,0.6452,2.5124,0.0767,0.3548,-1.3814,-0.0453,326.248291,1270.318481,38.7705,179.380905,-698.458679,-22.8967,206.542404,2768.729004,86.723701,0.0798,0.1524,0.153,0.9455,20.1441,10.0721,0.0283,0.6197,0.3099,9.00E-04,6.2273,3.1137,0.0088,24.6136,6.1534,0.0346,-1.7658,-0.4414,-0.0025,-9.8265,-2.4566,-0.0138,2,4,0.9025,0.8934,0.5,13.2477,6.2035,0,5.1625,1.26
46.18,0,294.1208,15,395.571,89.39044,96.74141,24.86906,3.145961,0,0,34.47605,41.91243,81.03514,0,0,5.682576,0,2.503756,2,0,2,8.186332,0,11.36515,11.36515,23.83368,0,47.02139,16.78553,3.981969,18.43958,7.300724,35.38387,4.410796,126.3922,79.45559,54.96069,0,63.80692,0,24.91889,2.889928,217.4155,18.43958,66.66155,55.34,4.829,0,0.998,15,6,2.95943,4.654946,393.555145,4,2,0,0,0,5.3,2,0,618.093994,16.339399,52.416302,613.264221,0.0855,0.0115,0.1458,0.0125,1.2098,665.680481,1213.670044,-0.5935,0.3109,7.6441,1.038,-8.7591,-0.5432,4.108,455.198792,1739.794312,52.797298,210.481705,-804.472473,-33.588501,0.6838,2.6136,0.0793,0.3162,-1.2085,-0.0505,303.016907,1158.147095,35.146099,140.113602,-535.521729,-22.3592,244.717102,2544.266846,86.385803,0.0813,0.1553,0.1559,0.9633,20.144199,10.0721,0.0303,0.6197,0.3098,9.00E-04,6.225,3.1125,0.0094,32.271999,8.068,0.0485,-1.7619,-0.4405,-0.0026,-12.6255,-3.1564,-0.019,2,4,0.9023,0.8935,0.5,20.917101,6.2035,0,5.1515,0.62
46.18,0,348.5206,15,411.614,106.452,96.74141,24.86906,3.145961,0,0,34.47605,24.50981,137.2782,0,0,5.682576,0,2.503756,2,0,2,8.186332,0,11.36515,11.36515,23.83368,0,47.02139,16.78553,3.981969,18.43958,7.300724,35.38387,0,126.3922,41.71878,154.9387,0,63.80692,0,20.50809,2.889928,179.6787,18.43958,166.6396,55.34,5.679,0,0.998,15.8,6,3.17056,5.537946,409.598175,4,2,1,0,0,5.3,2,0,360.016388,10.7249,39.845699,649.665588,0.0613,0.0115,0.1985,0.0122,1.2084,689.511292,1281.622192,-0.5934,0.3106,7.9075,1.4073,-8.7472,-0.4739,4.1367,497.023407,1965.116577,51.2132,192.4879,-761.053223,-28.5264,0.7208,2.85,0.0743,0.2792,-1.1038,-0.0414,342.703186,1354.970093,35.312099,132.722595,-524.754822,-19.6693,304.535492,2726.169922,79.739601,0.0786,0.1501,0.1506,0.931,20.144199,10.0721,0.0292,0.6194,0.3097,9.00E-04,6.2238,3.1119,0.009,19.7015,4.9254,0.0286,-1.7731,-0.4433,-0.0026,-8.0317,-2.0079,-0.0116,2,4,0.9022,0.8932,0.5,8.3465,6.2035,0,5.1515,0.85
