STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/13/2001,7.16,1254,1127,0.01,0,0,41,49,32,,330,310,0,19.9,21.9,1,,,,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/14/2001,8.5,1808,1819,0,0,0,37,44,30,,170,170,0,17.9,21.9,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/15/2001,9.4,843,843,0,0,0,42,47,36,,330,330,0,19.9,23,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/16/2001,6.04,2138,2138,0.28,0,0,37,42,31,,330,340,0,12.1,13,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/17/2001,23.94,1238,1324,0.01,0,0,30,39,21,,310,300,0,40.9,48.1,1,,,,,,,,,,1,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/18/2001,14.99,125,145,0,0,0,26,32,19,,310,290,0,25.9,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/19/2001,16.11,1620,1619,0,0,0,33,40,25,,190,190,0,30,34.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/20/2001,9.4,1004,1013,0,0,0,44,51,37,,220,230,0,17,19.9,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/21/2001,18.57,1452,1615,0,0,0,35,49,20,,310,320,0,32,38,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/22/2001,11.63,24,26,0.23,4.7,0,21,24,17,,310,310,0,28,32,1,,,,,,,,,,1,,,,,1,,,1,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/23/2001,15.43,2220,1748,0,0,5,30,38,22,,310,260,0.2,25.9,32,1,,,,,,,,,,1,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/24/2001,9.84,116,115,0,0,3,30,34,25,,300,310,0.3,25.1,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/25/2001,16.55,1553,1603,0.42,0,2,41,48,33,,170,170,0,30,36.9,1,,,1,,,,,,,1,1,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/26/2001,19.24,1354,841,0,0,0,43,51,35,,280,280,0,29.1,34.9,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/27/2001,12.08,2349,2337,0,0,0,41,50,32,,320,320,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/28/2001,12.97,1147,1146,0,0,0,33,38,27,,310,310,0,21.9,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/1/2001,13.2,1828,1828,0,0,0,31,38,24,,270,270,0,21,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/2/2001,6.71,1735,1742,0.02,0.3,0,37,43,31,,290,300,0,13,15,1,,,,,,,,,,1,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/3/2001,7.61,1732,1726,0,0,0,42,47,37,,110,120,0,17,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/4/2001,16.33,2258,2258,0.04,0.2,0,33,37,29,,60,60,0,25.1,31.1,1,,,1,,1,,,,,1,,,1,1,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/5/2001,14.54,55,24,0.4,1.2,0,32,33,30,,60,60,0,25.1,30,,,,1,,1,,,,,,1,1,1,1,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/6/2001,17,1807,1606,0.18,2.4,3,30,34,26,,350,360,0.7,25.9,32,1,,,,,,,,,,1,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/7/2001,10.07,417,416,0,0,4,36,42,29,,350,350,1.2,17.9,23,,,,,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/8/2001,7.61,1712,1712,0,0,1,33,40,25,,160,160,0,17,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/9/2001,13.87,1958,1951,0.28,0,0,38,44,32,,280,270,0,29.1,34.9,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/10/2001,18.79,935,840,0,0,0,40,47,33,,310,300,0,30,36,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/11/2001,15.21,1649,1647,0,0,0,42,54,29,,280,290,0,32,38.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/12/2001,10.29,229,2359,0,0,0,38,46,30,,310,80,0,19.9,23,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/13/2001,7.83,149,228,1.08,0,0,43,47,38,,80,90,0,25.9,42.9,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/14/2001,17.67,1337,1212,0,0,0,44,50,38,,290,280,0,30,38,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/15/2001,8.95,1303,1241,0,0,0,43,51,34,,190,190,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/16/2001,8.05,1404,1403,0.05,0,0,46,54,37,,140,140,0,16.1,17.9,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/17/2001,9.62,534,533,0.13,0,0,42,46,37,,30,30,0,17.9,21,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/18/2001,18.34,1728,1727,0,0,0,41,47,35,,320,330,0,30,38,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/19/2001,14.99,1036,1035,0,0,0,44,53,34,,350,360,0,29.1,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/20/2001,8.95,1228,2350,0,0,0,43,51,35,,160,80,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/21/2001,20.58,1909,1908,1.05,0,0,43,45,41,,50,50,0,42.9,51,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/22/2001,19.91,2348,2347,1.2,0,0,41,44,38,,310,300,0,31.1,40,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/23/2001,25.05,1911,1735,0,0,0,49,58,39,,310,310,0,36,44.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/24/2001,18.12,1430,1916,0,0,0,43,51,34,,240,320,0,33.1,38.9,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/25/2001,15.21,9,8,0,0,0,37,44,30,,300,290,0,28,34.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/26/2001,13.42,2006,2005,0.14,1.7,0,34,41,27,,310,310,0,31.1,34.9,1,,,,,,,,,,1,,,,,1,,,1,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/27/2001,14.99,1824,1824,0,0,0,33,42,24,,320,320,0,23,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/28/2001,11.18,1742,1555,0,0,0,38,46,30,,190,230,0,19.9,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/29/2001,10.29,2352,2352,0.18,0,0,38,44,32,,60,70,0,21,23.9,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/30/2001,18.34,1054,1053,2.23,0,0,42,44,39,,40,50,0,33.1,42.9,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/31/2001,6.26,625,9,0.02,0,0,42,46,38,,360,320,0,14.1,17,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/1/2001,8.05,1130,1130,0,0,0,41,43,38,,90,90,0,17,19.9,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/2/2001,9.84,1901,2126,0,0,0,43,49,36,,320,310,0,25.9,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/3/2001,7.61,1130,1129,0,0,0,44,52,36,,290,300,0,19.9,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/4/2001,10.96,1547,1547,0,0,0,46,54,37,,360,360,0,21,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/5/2001,10.07,1831,1829,0,0,0,48,58,37,,200,200,0,23.9,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/6/2001,7.61,1149,1137,0.2,0,0,47,51,42,,190,190,0,15,17,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/7/2001,12.08,822,644,0,0,0,47,51,42,,40,30,0,19.9,23,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/8/2001,9.62,1134,1134,0.24,0,0,44,47,41,,70,70,0,21.9,23.9,1,,1,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/9/2001,8.95,2001,2000,0.89,0,0,54,63,44,,130,120,0,23,25.9,1,,1,1,1,,,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/10/2001,10.07,101,211,0.02,0,0,54,61,46,,30,10,0,21.9,23.9,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/11/2001,11.86,1448,1448,0.14,0,0,49,52,45,,100,100,0,19.9,23,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/12/2001,7.16,336,330,0.18,0,0,53,58,48,,90,90,0,21,25.1,1,,1,,,,,1,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/13/2001,12.97,1924,1922,0,0,0,61,74,47,,320,310,0,29.1,34.9,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/14/2001,14.76,245,202,0,0,0,57,67,46,,310,310,0,25.9,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/15/2001,5.59,1625,1639,0.06,0,0,53,61,44,,180,180,0,17.9,21,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/16/2001,11.18,1909,1848,0.03,0,0,51,55,47,,190,190,0,21.9,25.1,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/17/2001,9.84,729,733,0,0,0,47,50,44,,230,240,0,21.9,23.9,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/18/2001,18.79,605,605,0.02,0,0,46,55,37,,360,360,0,31.1,36.9,,,,,,,,,,,,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/19/2001,11.63,1533,1208,0,0,0,43,52,34,,180,250,0,21.9,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/20/2001,6.26,1131,1130,0,0,0,47,54,39,,170,170,0,13,15,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/21/2001,7.38,2002,2005,0.1,0,0,56,61,50,,180,180,0,14.1,16.1,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/22/2001,10.74,1347,1346,0,0,0,66,82,50,,230,230,0,25.1,29.1,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/23/2001,8.72,1147,1226,0,0,0,65,76,54,,120,120,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/24/2001,13.65,1721,1721,0.02,0,0,66,78,53,,270,270,0,33.1,42.9,,,,,,,,,,1,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/25/2001,11.41,129,130,0,0,0,50,55,45,,330,330,0,28,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/26/2001,9.62,1220,1240,0,0,0,53,62,43,,20,60,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/27/2001,6.26,1256,1442,0,0,0,53,63,43,,190,180,0,14.1,17.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/28/2001,13.87,1147,1142,0,0,0,57,64,50,,360,350,0,25.9,34.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/29/2001,10.07,1422,1421,0,0,0,52,59,44,,190,190,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/30/2001,12.08,1612,,0,0,0,58,70,45,,190,0,0,21.9,0,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/1/2001,9.4,1653,2250,0,0,0,67,81,53,,190,170,0,21,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/2/2001,10.96,1601,1623,0,0,0,68,79,56,,190,190,0,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/3/2001,9.4,1750,1757,0,0,0,72,85,59,,180,180,0,21,21.9,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/4/2001,10.96,1608,1605,0,0,0,75,87,62,,190,190,0,23,25.9,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/5/2001,10.29,1205,1234,0,0,0,64,75,52,,360,360,0,25.1,32,1,,,,,,,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/6/2001,12.97,838,843,0,0,0,54,62,45,,50,60,0,21,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/7/2001,7.83,1056,1245,0,0,0,49,57,41,,140,140,0,14.1,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/8/2001,7.38,1657,1350,0,0,0,53,62,43,,140,150,0,15,17.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/9/2001,7.16,1338,1525,0,0,0,58,66,49,,200,180,0,15,16.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/10/2001,9.17,1806,1806,0,0,0,69,83,54,,200,200,0,25.1,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/11/2001,9.4,1704,1739,0,0,0,70,81,58,,180,170,0,21,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/12/2001,12.53,1715,1714,0.25,0,0,71,83,59,,250,250,0,36.9,45,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/13/2001,17,1218,1657,0,0,0,61,69,53,,360,360,0,25.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/14/2001,13.2,1623,1331,0,0,0,62,72,51,,320,300,0,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/15/2001,14.54,1133,1313,0,0,0,62,73,51,,320,320,0,31.1,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/16/2001,10.96,1023,843,0,0,0,56,61,51,,20,60,0,21.9,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/17/2001,9.4,2018,2017,0.01,0,0,57,61,52,,170,170,0,16.1,17,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/18/2001,11.63,1352,1417,0.14,0,0,56,58,54,,170,170,0,17,19.9,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/19/2001,6.71,2337,2336,0,0,0,65,74,56,,90,90,0,21.9,29.1,1,,,,,,,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/20/2001,12.53,16,3,0,0,0,56,59,52,,90,100,0,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/21/2001,11.41,2223,2208,0.42,0,0,56,60,51,,100,90,0,21,28,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/22/2001,13.42,1945,1957,1.08,0,0,60,63,56,,80,80,0,21.9,29.1,1,1,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/23/2001,8.72,958,958,0.21,0,0,59,61,56,,90,100,0,16.1,19.9,1,1,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/24/2001,10.74,1959,2048,0,0,0,61,65,56,,50,50,0,21.9,25.9,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/25/2001,10.51,1520,1513,0.09,0,0,56,58,54,,50,50,0,17.9,21.9,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/26/2001,9.62,2156,2206,0.07,0,0,60,65,55,,30,40,0,16.1,19.9,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/27/2001,8.05,2142,2141,0.03,0,0,62,66,57,,180,180,0,15,17,1,1,1,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/28/2001,10.29,1657,1656,0.07,0,0,65,73,56,,250,260,0,21.9,25.1,1,,1,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/29/2001,10.29,1514,1513,0.23,0,0,64,71,56,,290,290,0,30,42.9,1,,1,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/30/2001,15.43,1753,1753,0,0,0,60,66,54,,290,280,0,28,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/31/2001,13.87,1517,1516,0,0,0,61,70,51,,310,310,0,25.1,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/1/2001,8.28,2353,2359,0.8,0,0,57,65,49,,140,140,0,25.9,31.1,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/2/2001,11.86,106,105,0.61,0,0,61,70,60,,140,140,0,25.9,32,1,,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/3/2001,12.75,1630,1629,0.01,0,0,67,75,59,,270,270,0,28,33.1,1,1,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/4/2001,10.74,1549,1525,0,0,0,66,75,57,,270,270,0,17,21.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/5/2001,9.17,1708,1727,0,0,0,67,77,57,,310,310,0,17.9,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/6/2001,8.05,1824,1857,0,0,0,73,79,66,,300,300,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/7/2001,8.28,1440,1215,0,0,0,68,76,60,,200,180,0,14.1,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/8/2001,10.74,1346,1230,0,0,0,71,81,61,,310,320,0,21,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/9/2001,10.74,1841,1108,0,0,0,71,81,61,,190,10,0,16.1,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/10/2001,10.29,1236,1249,0,0,0,73,83,63,,280,270,0,21,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/11/2001,12.75,2236,2236,0.21,0,0,70,77,62,,270,270,0,29.1,36.9,1,,1,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/12/2001,10.29,1523,1548,0,0,0,71,77,64,,190,190,0,19.9,21.9,1,,,,,,,,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/13/2001,6.93,1809,1827,0.02,0,0,74,80,67,,120,110,0,14.1,15,1,,,,,,,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/14/2001,4.92,1545,1553,0,0,0,72,78,66,,150,150,0,13,14.1,1,1,,,,,,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/15/2001,6.26,1538,1523,0,0,0,74,80,68,,120,130,0,13,16.1,1,1,,,,,,,,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/16/2001,8.95,1350,1219,0,0,0,76,82,69,,120,100,0,16.1,19.9,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/17/2001,12.97,1402,1604,2.36,0,0,72,77,66,,20,340,0,23,28,1,,1,,,,,,,,1,,,1,,,,,,
